000006.jpg	GroundDisconnector	1242.6105	482.2479	1284.9509	499.21585
000006.jpg	GroundDisconnector	1237.091	588.0523	1260.6267	605.2714
000006.jpg	GroundDisconnector	1915.791	977.7627	1933.0388	1006.8574
000006.jpg	GroundDisconnector	1806.1852	915.04297	1841.2047	933.7976
000006.jpg	CBreaker	1229.2764	879.41174	1248.0303	910.16833
000006.jpg	CBreaker	1790.4082	879.59094	1810.5852	909.57654
000006.jpg	CBreaker	651.5122	504.34628	668.11707	531.66693
000006.jpg	CBreaker	1786.8163	682.8965	1808.6138	709.75415
000006.jpg	CBreaker	1226.7074	681.1854	1246.8127	710.2709
000006.jpg	CBreaker	1228.069	504.76895	1244.0039	533.2708
000006.jpg	CBreaker	650.79144	682.5414	668.653	707.9418
000006.jpg	CBreaker	652.72284	879.24054	670.5595	909.95245
000006.jpg	Bus	388.6473	437.60864	761.7958	446.00372
000006.jpg	ACLineEnd	519.2444	276.73416	531.83154	307.009
000006.jpg	Transformer3	1481.6938	1248.3792	1563.6956	1359.1343
000006.jpg	Transformer3	916.4857	1247.9756	1005.99915	1358.3258
000006.jpg	Transformer3	348.9182	1251.5494	417.45325	1366.0195
000006.jpg	Transformer3	1029.6675	345.8583	1056.6666	362.01163
000006.jpg	Transformer2	727.7013	1225.2362	752.9702	1266.0828
000006.jpg	Transformer2	1866.6514	1218.0167	1892.3713	1259.1951
000006.jpg	Transformer2	1306.2653	1218.8456	1329.0593	1260.9858
000006.jpg	Transformer2	1656.0734	1050.922	1696.2952	1116.5717
000006.jpg	Transformer2	1095.4707	1051.7294	1134.6298	1115.4894
000006.jpg	Transformer2	515.60004	1058.0247	557.6784	1123.4103
000006.jpg	Transformer2	522.0769	1257.6926	552.4581	1292.8383
000006.jpg	Transformer2	1099.437	1251.9901	1131.6655	1284.1759
000006.jpg	Transformer2	1602.0732	1277.0137	1619.0624	1313.4344
000006.jpg	Transformer2	463.1228	1283.9933	479.8219	1328.4492
000006.jpg	Transformer2	1040.6625	1276.3496	1057.8475	1327.3386
000034.jpg	Disconnector	2163.922	652.61426	2194.897	705.2075
000034.jpg	Disconnector	1482.6152	652.54535	1513.439	704.18134
000034.jpg	Disconnector	1208.9899	535.8952	1234.7365	586.55743
000034.jpg	Disconnector	599.08264	1043.3724	641.0619	1070.3146
000034.jpg	Disconnector	446.87573	1219.1113	494.2937	1249.1963
000034.jpg	Disconnector	2320.9836	536.4016	2347.5198	587.9912
000034.jpg	Disconnector	1803.6895	459.5364	1846.3811	494.564
000034.jpg	Disconnector	1699.3418	1444.3779	1786.2637	1481.3828
000034.jpg	Disconnector	1482.7688	1343.1555	1520.2087	1437.3909
000034.jpg	Disconnector	1405.0847	416.27838	1431.7203	454.26202
000034.jpg	Disconnector	1541.8274	1566.9448	1574.6224	1665.819
000034.jpg	Disconnector	575.2139	539.9371	616.9084	567.9191
000034.jpg	Disconnector	696.20807	1043.2458	740.2331	1071.1246
000034.jpg	Disconnector	1706.9814	460.06976	1754.8462	487.1006
000034.jpg	Disconnector	665.16797	541.7172	707.75464	567.3493
000034.jpg	Disconnector	576.8159	831.05225	616.426	857.4878
000034.jpg	Disconnector	585.34845	698.3211	633.0944	729.9012
000034.jpg	Disconnector	1428.9922	1563.7653	1456.7067	1660.2776
000034.jpg	Disconnector	481.6647	1127.7177	522.11584	1154.2456
000034.jpg	Disconnector	2160.1865	1302.0176	2191.12	1394.492
000034.jpg	GroundDisconnector	1621.0886	1000.2278	1643.4474	1071.5066
000034.jpg	CBreaker	1805.1108	1447.0575	1887.8708	1479.5858
000034.jpg	CBreaker	2737.6155	1582.6246	2768.2	1678.1266
000034.jpg	CBreaker	2849.6296	1584.9716	2881.3018	1681.1648
000034.jpg	CBreaker	1484.3844	1237.2683	1519.818	1335.9893
000034.jpg	CBreaker	924.6118	1579.7316	957.9949	1681.5782
000034.jpg	CBreaker	805.4682	1582.0752	838.8736	1682.873
000034.jpg	CBreaker	2158.1963	1197.0332	2194.5464	1291.463
000034.jpg	CBreaker	1195.6677	1584.226	1227.199	1681.7483
000034.jpg	CBreaker	681.3907	1580.676	714.5914	1682.3824
000034.jpg	CBreaker	2145.0215	1584.8467	2179.5437	1686.3817
000034.jpg	CBreaker	2623.4536	1576.9579	2656.2056	1673.861
000034.jpg	CBreaker	1041.4719	1582.3075	1073.1919	1681.6927
000034.jpg	CBreaker	1312.4642	1579.0514	1342.5587	1676.5125
000034.jpg	CBreaker	2398.543	1585.6818	2431.4512	1684.7134
000034.jpg	CBreaker	1404.002	362.17725	1432.4783	413.40723
000034.jpg	CBreaker	561.1393	1583.7538	593.44604	1682.1116
000034.jpg	CBreaker	2292.5007	1585.5698	2326.6772	1685.1078
000034.jpg	CBreaker	629.37897	752.5417	659.565	802.1872
000034.jpg	CBreaker	2494.731	1586.7306	2526.7905	1684.4955
000034.jpg	CBreaker	2110.5781	370.03314	2137.9053	419.34302
000034.jpg	CBreaker	649.9745	1043.235	698.365	1073.3142
000034.jpg	CBreaker	1748.1819	458.7704	1798.678	490.32623
000034.jpg	CBreaker	617.7914	537.983	668.16956	569.3555
000034.jpg	CBreaker	437.4034	1040.4604	492.3583	1069.2053
000034.jpg	CBreaker	436.55392	944.35864	490.90646	972.97797
000034.jpg	CBreaker	437.8613	381.4872	489.5151	410.25302
000034.jpg	CBreaker	439.24832	631.1682	494.2297	658.6666
000034.jpg	Bus	1871.6375	468.36392	2428.6687	487.11624
000034.jpg	Bus	1172.7769	465.354	1535.0	483.47693
000034.jpg	ACLineEnd	2494.0454	1702.6317	2525.5938	1792.8386
000034.jpg	ACLineEnd	2294.2778	1708.2296	2325.405	1795.9014
000034.jpg	ACLineEnd	1041.8306	1703.5447	1072.6731	1769.3365
000034.jpg	ACLineEnd	2398.5962	1702.3143	2429.8857	1791.7365
000034.jpg	ACLineEnd	2851.794	1704.7834	2882.5737	1789.1023
000034.jpg	ACLineEnd	927.91296	1701.6483	956.3092	1768.3109
000034.jpg	ACLineEnd	2147.3755	1709.1396	2178.984	1795.8981
000034.jpg	ACLineEnd	564.41644	1706.0574	593.18634	1769.8142
000034.jpg	ACLineEnd	684.03876	1705.7539	712.67926	1769.0488
000034.jpg	ACLineEnd	1401.4668	193.73824	1437.5791	290.55695
000034.jpg	ACLineEnd	808.3424	1705.1503	837.0831	1770.2788
000034.jpg	ACLineEnd	2108.021	190.61723	2142.0972	288.7368
000034.jpg	ACLineEnd	299.14062	629.0618	348.31354	660.7044
000034.jpg	ACLineEnd	298.48596	941.73267	351.328	976.7954
000034.jpg	ACLineEnd	299.0435	379.644	352.67947	414.06955
000034.jpg	Transformer3	1392.4691	929.2987	1535.0	1103.792
000034.jpg	Transformer3	2068.8943	934.1837	2253.1323	1108.3856
000034.jpg	Transformer2	1419.053	1690.9089	1467.8208	1772.6619
000034.jpg	Transformer2	300.29443	1120.8948	368.3661	1162.7853
000034.jpg	Capacitor	2730.7397	1698.9064	2778.0298	1729.9445
000034.jpg	Capacitor	1184.2803	1690.3276	1239.9124	1724.8552
000034.jpg	Capacitor	2617.522	1698.0485	2665.0654	1727.6633
000034.jpg	Capacitor	1303.5975	1687.0968	1354.0585	1716.4121
